name,url,language,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_releases_count,updated_issues_count,closed_issues_count,comment_frequency,dependents_count,criticality_score
marten,https://github.com/JasperFx/marten,C#,63,0,130,6,5.9,9,162,85,1.3,50,0.57794
Fody,https://github.com/Fody/Fody,C#,103,0,75,3,4,14,37,37,0.1,3482,0.57785
Humanizer,https://github.com/Humanizr/Humanizer,C#,105,1,218,8,1.8,4,61,35,0.8,253,0.57781
language-ext,https://github.com/louthy/language-ext,C#,74,1,83,6,4.9,9,40,25,2.3,274,0.57763
XrmToolBox,https://github.com/MscrmTools/XrmToolBox,C#,98,0,39,8,1.2,22,37,26,3.1,74,0.57699
DFe.NET,https://github.com/ZeusAutomacao/DFe.NET,C#,73,0,75,5,2.2,9,43,37,4.3,85,0.57592
Windsor,https://github.com/castleproject/Windsor,C#,197,0,116,8,0.9,3,49,35,3.8,36,0.57575
Pomelo.EntityFrameworkCore.MySql,https://github.com/PomeloFoundation/Pomelo.EntityFrameworkCore.MySql,C#,54,0,54,8,2.6,9,121,95,2.2,94,0.57543
sentry-dotnet,https://github.com/getsentry/sentry-dotnet,C#,32,0,36,5,4.7,29,193,137,2.6,139,0.57527
linker,https://github.com/mono/linker,C#,164,0,67,1,9.5,0,262,185,1.9,3646,0.57507
blink1,https://github.com/todbot/blink1,C#,107,2,55,4,0.1,2,8,5,5.8,10872,0.57484
MessagePack-CSharp,https://github.com/neuecc/MessagePack-CSharp,C#,47,1,66,5,4.6,14,121,90,2,325,0.57441
coverlet,https://github.com/coverlet-coverage/coverlet,C#,35,0,82,5,2.5,3,108,77,3.3,360,0.57394
Covid19Radar,https://github.com/Covid-19Radar/Covid19Radar,C#,9,1,115,9,127.9,4,32,28,0.2,972,0.57375
chummer5a,https://github.com/chummer5a/chummer5a,C#,72,0,99,0,16.6,264,99,68,1.4,1864,0.57336
Catel,https://github.com/Catel/Catel,C#,94,0,57,3,6,10,71,68,0.6,1170,0.57324
monotorrent,https://github.com/alanmcgovern/monotorrent,C#,174,0,33,7,5.5,23,57,46,2.7,23,0.57281
resharper-unity,https://github.com/JetBrains/resharper-unity,C#,70,0,62,4,21.5,8,184,140,0.9,114,0.57277
project-system,https://github.com/dotnet/project-system,C#,66,0,117,1,23.1,3,327,179,1.4,501,0.5724
opencvsharp,https://github.com/shimat/opencvsharp,C#,85,0,56,4,6.5,11,122,87,1.1,231,0.57189
Ombi,https://github.com/tidusjar/Ombi,C#,59,0,97,2,8.6,2,234,172,2.5,373,0.5718
PTVS,https://github.com/microsoft/PTVS,C#,119,1,70,6,2.6,4,107,64,1.6,356,0.57131
microsoft-ui-xaml,https://github.com/microsoft/microsoft-ui-xaml,C#,29,0,84,1,7.1,16,916,348,3.5,183,0.57124
LiteDB,https://github.com/mbdavid/LiteDB,C#,77,0,85,5,5.7,9,118,45,1.2,127,0.57123
squidex,https://github.com/Squidex/squidex,C#,53,0,41,7,13.8,33,31,29,0.4,288,0.57115
hotchocolate,https://github.com/ChilliCream/hotchocolate,C#,36,0,75,4,12.6,45,596,371,1.4,23,0.56961
Rebus,https://github.com/rebus-org/Rebus,C#,113,1,86,6,0.7,42,23,21,3.6,64,0.56878
Steeltoe,https://github.com/SteeltoeOSS/Steeltoe,C#,61,0,61,6,3.8,14,136,83,1.6,75,0.56855
spark,https://github.com/apache/spark,Scala,131,0,2375,4,54,13,1254,1459,12.2,396293,0.96689
gradle,https://github.com/gradle/gradle,Groovy,156,0,584,5,182.5,42,1324,2175,1.9,40942,0.86748
flink,https://github.com/apache/flink,Java,122,0,1150,6,97.2,14,1274,1427,3.2,7857,0.85555
hadoop,https://github.com/apache/hadoop,Java,141,0,516,7,21.1,29,222,312,4.5,54913,0.84886
spring-boot,https://github.com/spring-projects/spring-boot,Java,100,0,934,7,70.8,37,1202,1391,1.4,18852,0.84845
scala,https://github.com/scala/scala,Scala,217,0,599,7,22.5,5,342,397,2.5,312819,0.84383
beam,https://github.com/apache/beam,Java,73,0,982,7,67.2,7,718,819,4.3,11399,0.837
jdk,https://github.com/openjdk/jdk,Java,159,0,1437,2,94,52,1508,1656,9.4,1196,0.83698
jenkins,https://github.com/jenkinsci/jenkins,Java,172,0,953,6,21.2,52,210,262,3.1,27981,0.83317
netty,https://github.com/netty/netty,Java,151,0,588,10,8.8,18,284,389,3.1,27267,0.82617
bazel,https://github.com/bazelbuild/bazel,Java,80,0,739,4,77.6,17,712,1755,1.6,34107,0.81984
pmd,https://github.com/pmd/pmd,Java,225,0,299,6,27.8,11,148,330,2.2,164345,0.81159
ballerina-lang,https://github.com/ballerina-platform/ballerina-lang,Java,81,0,381,8,233.3,20,1480,2069,0.4,9325,0.80873
cas,https://github.com/apereo/cas,Java,127,0,291,8,40.3,26,67,78,4.2,12979,0.80355
WordPress-Android,https://github.com/wordpress-mobile/WordPress-Android,Kotlin,137,0,177,3,157.3,146,627,829,2.6,19310,0.79609
spring-framework,https://github.com/spring-projects/spring-framework,Java,152,0,596,4,31.9,35,502,892,1.6,14532,0.79378
tasks,https://github.com/tasks/tasks,Kotlin,129,0,137,4,36.8,49,107,162,1.5,340439,0.7882
nokogiri,https://github.com/sparklemotion/nokogiri,Java,151,0,204,8,6.5,6,89,135,1.8,380664,0.78064
closure-compiler,https://github.com/google/closure-compiler,Java,136,0,1076,5,24.8,13,39,68,2.7,10875,0.77777
kafka,https://github.com/apache/kafka,Java,114,0,923,2,26.9,16,753,930,1.8,12591,0.77213
checkstyle,https://github.com/checkstyle/checkstyle,Java,237,0,303,5,16.9,13,325,459,3.3,8874,0.76693
cloudstack,https://github.com/apache/cloudstack,Java,126,0,651,6,11.4,1,318,545,6.2,4812,0.76652
android,https://github.com/nextcloud/android,Java,114,0,169,5,32.4,32,814,1016,3.8,2611,0.76651
akka,https://github.com/akka/akka,Scala,144,0,960,6,16.5,7,289,396,2.6,2448,0.76346
presto,https://github.com/prestosql/presto,Java,102,0,564,4,76.6,33,997,1491,1.9,762,0.76299
openapi-generator,https://github.com/OpenAPITools/openapi-generator,Java,115,0,1896,5,33.4,7,639,1124,1.6,756,0.76296
sbt,https://github.com/sbt/sbt,Scala,140,0,292,5,12.7,18,351,450,2.2,13209,0.76179
spring-security,https://github.com/spring-projects/spring-security,Java,204,0,500,7,15.6,42,354,464,1.6,1943,0.75737
hbase,https://github.com/apache/hbase,Java,167,0,528,6,21.4,2,362,456,7.6,890,0.75501
robolectric,https://github.com/robolectric/robolectric,Java,128,0,718,9,8.3,10,217,308,1,5688,0.75433
neo4j,https://github.com/neo4j/neo4j,Java,165,0,286,6,52.6,23,72,103,2.1,3721,0.75113
hazelcast,https://github.com/hazelcast/hazelcast,Java,146,0,288,6,15,12,363,589,1.3,11449,0.75036
presto,https://github.com/prestodb/presto,Java,102,0,534,5,32.8,34,351,551,1.3,1951,0.74922
opennms,https://github.com/OpenNMS/opennms,Java,227,0,198,8,21.6,15,139,146,1.2,14096,0.74761
jackson-databind,https://github.com/FasterXML/jackson-databind,Java,110,0,229,8,15.6,17,197,317,2.2,4045,0.74758
jetty.project,https://github.com/eclipse/jetty.project,Java,143,0,163,5,30.5,11,538,723,1.6,9992,0.74413
okhttp,https://github.com/square/okhttp,Java,117,0,267,6,6.8,11,269,310,1.7,17153,0.74156
azure-sdk-for-java,https://github.com/Azure/azure-sdk-for-java,Java,112,0,385,3,64.4,787,2680,3207,1.4,629,0.74153
pulsar,https://github.com/apache/pulsar,Java,55,0,344,8,30.3,6,866,1279,2.2,1807,0.74132
jabref,https://github.com/JabRef/jabref,Java,209,0,387,6,26,2,348,495,2.5,4411,0.74046
expo,https://github.com/expo/expo,Java,53,0,636,5,57,1,1129,1554,2.3,2593,0.73657
rstudio,https://github.com/rstudio/rstudio,Java,122,0,107,2,101.6,296,736,1166,2,5830,0.73504
orientdb,https://github.com/orientechnologies/orientdb,Java,131,0,180,7,21.3,16,60,122,1.8,6069,0.72822
zeppelin,https://github.com/apache/zeppelin,Java,91,0,430,8,8.8,6,86,95,2.1,6344,0.72727
Anki-Android,https://github.com/ankidroid/Anki-Android,Java,141,0,243,4,52.8,223,776,997,1.9,499,0.72543
cassandra,https://github.com/apache/cassandra,Java,144,0,449,3,11.1,22,73,142,0.7,31934,0.72533
platform_frameworks_base,https://github.com/aosp-mirror/platform_frameworks_base,Java,148,0,4132,3,254.1,81,2,2,0,2264,0.72258
calcite,https://github.com/apache/calcite,Java,106,1,316,8,12.8,10,152,325,0.8,13131,0.72169
che,https://github.com/eclipse/che,Java,70,0,185,3,11,11,749,1280,2.5,12887,0.7216
cucumber,https://github.com/cucumber/cucumber,Java,67,0,122,7,31.3,22,87,130,1.8,6948,0.72051
hive,https://github.com/apache/hive,Java,150,0,406,4,21.5,5,305,424,1.1,7444,0.72027
jOOQ,https://github.com/jOOQ/jOOQ,Java,118,0,94,6,25.6,10,452,872,1.4,6286,0.72016
geoserver,https://github.com/geoserver/geoserver,Java,116,0,339,7,10,15,155,173,0.7,5829,0.71868
cucumber-jvm,https://github.com/cucumber/cucumber-jvm,Java,145,0,297,10,10.9,11,65,80,2.2,1472,0.71864
fenix,https://github.com/mozilla-mobile/fenix,Kotlin,34,0,202,3,55.9,127,2012,3368,2,1373,0.71446
Mindustry,https://github.com/Anuken/Mindustry,Java,44,0,314,1,73.9,37,1394,1466,3,1956,0.71371
tomcat,https://github.com/apache/tomcat,Java,179,0,90,6,21.2,17,30,35,2.3,14949,0.71359
openj9,https://github.com/eclipse/openj9,Java,40,0,195,4,37.9,7,837,1202,4.1,1516,0.71126
metasfresh,https://github.com/metasfresh/metasfresh,Java,63,0,56,5,53,28,460,679,0.1,41240,0.71037
dbeaver,https://github.com/dbeaver/dbeaver,Java,100,0,188,3,52.2,24,1013,1556,1.6,780,0.7097
libgdx,https://github.com/libgdx/libgdx,Java,131,0,628,3,8.2,2,201,251,2.2,9404,0.70933
RxJava,https://github.com/ReactiveX/RxJava,Java,107,0,304,9,3.1,19,55,58,1.8,3371,0.70865
javaparser,https://github.com/javaparser/javaparser,Java,111,0,191,8,12.3,19,268,362,1.7,718,0.70576
open-liberty,https://github.com/OpenLiberty/open-liberty,Java,40,0,301,2,77.1,12,1318,1793,4.7,366,0.70384
http4s,https://github.com/http4s/http4s,Scala,107,0,325,8,22.8,17,320,413,1.6,179,0.70322
sakai,https://github.com/sakaiproject/sakai,Java,189,0,292,8,21.4,3,387,403,0.6,2480,0.70276
zio,https://github.com/zio/zio,Scala,32,0,360,10,22.6,14,259,358,1.3,810,0.70275
groovy,https://github.com/apache/groovy,Java,211,0,385,7,26.5,12,83,89,1,1016,0.70167
flyway,https://github.com/flyway/flyway,Java,130,0,157,7,5.9,36,223,258,1.4,2132,0.70158
zeebe,https://github.com/zeebe-io/zeebe,Java,59,0,62,5,29.3,38,981,1201,2.1,2028,0.70083
shardingsphere,https://github.com/apache/shardingsphere,Java,60,0,260,6,68.1,7,1197,1310,1.4,365,0.7008
infinispan,https://github.com/infinispan/infinispan,Java,143,0,202,5,21.9,29,270,285,2.2,440,0.70076
DSpace,https://github.com/DSpace/DSpace,Java,227,0,224,9,26.1,6,135,221,1.2,1015,0.7
openmrs-core,https://github.com/openmrs/openmrs-core,Java,178,0,432,7,9.1,10,118,279,0.6,2255,0.69987
graal,https://github.com/oracle/graal,Java,118,0,259,2,120.4,1,270,477,2.4,3798,0.69987
core,https://github.com/dotCMS/core,Java,107,0,112,5,15.3,21,325,577,0.9,4967,0.69979
guava,https://github.com/google/guava,Java,140,0,406,3,4.8,4,113,165,1.5,25287,0.69899
spotless,https://github.com/diffplug/spotless,Java,82,0,129,8,19,38,44,71,2.9,1057,0.69895
playframework,https://github.com/playframework/playframework,Scala,113,0,907,6,7.9,10,145,207,1.4,478,0.69893
dubbo,https://github.com/apache/dubbo,Java,112,0,359,5,6.3,6,135,394,1.2,5557,0.69836
aws-sdk-java,https://github.com/aws/aws-sdk-java,Java,131,0,208,7,0.2,104,78,107,2.2,6365,0.6981
assertj-core,https://github.com/assertj/assertj-core,Java,125,0,265,6,8.4,6,88,131,2.1,3215,0.69779
uaa,https://github.com/cloudfoundry/uaa,Java,112,0,216,8,17.1,18,81,104,1.8,638,0.69635
phoenix,https://github.com/apache/phoenix,Java,84,0,164,6,6.3,44,143,163,3.8,859,0.69544
flow,https://github.com/vaadin/flow,Java,173,0,186,4,16,99,549,770,1.4,829,0.69535
carbondata,https://github.com/apache/carbondata,Scala,58,0,212,7,7.7,7,114,146,16.7,119,0.69483
testng,https://github.com/cbeust/testng,Java,175,0,209,7,3.3,5,106,122,3,3111,0.69275
skywalking,https://github.com/apache/skywalking,Java,62,0,325,6,14.3,7,576,633,2.6,442,0.69262
nacos,https://github.com/alibaba/nacos,Java,31,0,178,5,13.2,12,766,898,2.4,2528,0.69246
zaproxy,https://github.com/zaproxy/zaproxy,Java,126,0,180,4,4.5,50,181,304,2.2,2339,0.69198
lombok,https://github.com/rzwitserloot/lombok,Java,140,0,126,10,5.1,3,94,166,3.5,2044,0.69196
graylog2-server,https://github.com/Graylog2/graylog2-server,Java,129,0,135,3,45.7,22,858,1252,0.6,1637,0.69137
akka-http,https://github.com/akka/akka-http,Scala,144,0,322,7,9.8,8,225,313,2.8,233,0.69062
dataverse,https://github.com/IQSS/dataverse,Java,87,0,210,3,32.8,7,196,326,2.1,2723,0.68907
k-9,https://github.com/k9mail/k-9,Java,148,0,289,5,13,23,231,317,1.1,626,0.68823
android,https://github.com/owncloud/android,Java,114,0,93,5,8.8,7,76,149,1.9,13114,0.68559
product-is,https://github.com/wso2/product-is,Java,81,0,169,4,15.5,57,1875,2748,0.4,1287,0.68492
commons-lang,https://github.com/apache/commons-lang,Java,224,0,198,6,9.6,5,65,86,1.4,6096,0.68473
flowable-engine,https://github.com/flowable/flowable-engine,Java,128,0,318,8,21.7,2,146,181,0.7,1749,0.68431
nuxeo,https://github.com/nuxeo/nuxeo,Java,156,0,187,2,20.4,67,213,226,1.4,3130,0.68319
debezium,https://github.com/debezium/debezium,Java,62,0,266,6,26.5,18,197,215,2.2,243,0.68201
bnd,https://github.com/bndtools/bnd,Java,164,0,110,9,15.1,8,136,174,1.8,846,0.68148
grpc-java,https://github.com/grpc/grpc-java,Java,74,0,238,3,13,19,292,353,1.7,1956,0.68143
redisson,https://github.com/redisson/redisson,Java,85,0,127,5,13.6,15,226,316,2,1400,0.68012
runelite,https://github.com/runelite/runelite,Java,74,0,638,0,25.5,36,349,619,1.1,9651,0.67986
Activiti,https://github.com/Activiti/Activiti,Java,128,0,271,8,2.9,1,46,97,0.5,34690,0.67877
reactor-core,https://github.com/reactor/reactor-core,Java,62,0,149,8,7.5,25,200,243,1.7,776,0.67852
spring-integration,https://github.com/spring-projects/spring-integration,Java,160,0,218,6,8.2,32,72,88,1.7,678,0.6783
crate,https://github.com/crate/crate,Java,94,0,88,6,25.6,10,338,380,1.1,1901,0.678
drools,https://github.com/kiegroup/drools,Java,183,0,212,5,10.5,12,170,188,3.6,261,0.67734
cldr,https://github.com/unicode-org/cldr,Java,224,0,73,5,9.2,14,164,184,2.3,2877,0.67713
elasticsearch,https://github.com/elastic/elasticsearch,Java,132,0,1710,3,127.2,21,7942,9215,1,0,0.6762
loom,https://github.com/openjdk/loom,Java,159,0,1445,2,105.8,46,7,8,4.9,26,0.67488
lila,https://github.com/ornicar/lila,Scala,108,0,208,4,90.6,0,381,550,1.2,2208,0.67474
ExoPlayer,https://github.com/google/ExoPlayer,Java,79,1,239,2,36,4,677,841,2.6,2872,0.67469
kylin,https://github.com/apache/kylin,Java,80,0,266,6,6.8,10,97,109,1.8,1493,0.67427
Resteasy,https://github.com/resteasy/Resteasy,Java,168,0,249,3,4.6,16,101,114,1.5,4563,0.67277
gatling,https://github.com/gatling/gatling,Scala,116,0,186,9,12.1,6,106,116,0.9,1199,0.67237
core-geonetwork,https://github.com/geonetwork/core-geonetwork,Java,173,0,115,7,8.9,9,183,361,0.8,2314,0.67168
spotbugs,https://github.com/spotbugs/spotbugs,Java,216,0,132,6,4.9,17,82,120,1.4,2515,0.67122
spring-kafka,https://github.com/spring-projects/spring-kafka,Java,58,0,99,9,6.6,45,127,137,1.1,2276,0.67121
camunda-bpm-platform,https://github.com/camunda/camunda-bpm-platform,Java,128,0,243,3,16.2,9,194,240,0.7,3693,0.67117
cats,https://github.com/typelevel/cats,Scala,72,0,427,8,9.3,13,120,147,1.4,247,0.67089
clouddriver,https://github.com/spinnaker/clouddriver,Groovy,107,0,303,5,16.3,34,260,274,1.1,182,0.67018
cdk,https://github.com/cdk/cdk,Java,246,0,152,7,2.2,3,18,24,2.2,17308,0.67009
quasar,https://github.com/precog/quasar,Scala,124,0,72,9,7.5,246,52,53,1,2643,0.67008
android-components,https://github.com/mozilla-mobile/android-components,Kotlin,46,0,172,2,47.5,138,804,1050,0.9,1633,0.66979
hibernate-search,https://github.com/hibernate/hibernate-search,Java,163,0,93,7,42.2,13,116,117,2.2,236,0.66965
storm,https://github.com/apache/storm,Java,113,0,494,9,2.7,4,24,37,0.6,4217,0.66853
karaf,https://github.com/apache/karaf,Java,159,0,186,9,4.8,7,85,92,0.5,3606,0.66831
kubernetes-client,https://github.com/fabric8io/kubernetes-client,Java,66,0,223,4,10.2,18,217,297,2.9,421,0.66797
pgjdbc,https://github.com/pgjdbc/pgjdbc,Java,284,1,233,7,3.4,6,62,205,2.5,1957,0.66781
fitnesse,https://github.com/unclebob/fitnesse,Java,192,0,193,9,2.1,5,10,16,3.5,2346,0.6665
AntennaPod,https://github.com/AntennaPod/AntennaPod,Java,110,0,191,2,15.6,8,361,574,3.1,818,0.66645
OpenRefine,https://github.com/OpenRefine/OpenRefine,Java,130,0,205,7,15.1,6,173,303,2,206,0.66625
gocd,https://github.com/gocd/gocd,Java,86,0,168,5,25.2,10,312,359,1.4,465,0.66524
druid,https://github.com/apache/druid,Java,99,0,454,4,13.9,6,400,596,1.3,304,0.66519
jgit,https://github.com/eclipse/jgit,Java,137,1,235,5,7.6,17,1,5,2.4,11598,0.66462
FrameworkBenchmarks,https://github.com/TechEmpower/FrameworkBenchmarks,Java,94,0,742,4,13.7,1,207,233,0.9,1478,0.66409
armeria,https://github.com/line/armeria,Java,62,0,131,5,12,22,139,209,3.1,434,0.66394
jackson-core,https://github.com/FasterXML/jackson-core,Java,110,0,81,4,4.1,12,18,27,2.7,17485,0.66379
druid,https://github.com/alibaba/druid,Java,117,0,194,5,3.8,7,112,268,1,3978,0.66376
realm-java,https://github.com/realm/realm-java,Java,106,0,124,6,5.9,23,203,311,1.4,675,0.66348
biojava,https://github.com/biojava/biojava,Java,137,0,94,10,3,1,16,25,1.8,22858,0.6628
rundeck,https://github.com/rundeck/rundeck,Groovy,125,0,192,5,29.4,14,237,378,0.9,246,0.66224
netbeans,https://github.com/apache/netbeans,Java,40,0,186,5,17.5,15,226,263,2,675,0.66212
detekt,https://github.com/detekt/detekt,Kotlin,51,0,157,5,12.7,31,227,275,2.3,390,0.66208
finagle,https://github.com/twitter/finagle,Scala,124,0,472,2,6,12,9,17,3.3,3004,0.66196
cordova-android,https://github.com/apache/cordova-android,Java,148,0,238,10,1.9,11,58,102,2.5,247,0.66125
async-http-client,https://github.com/AsyncHttpClient/async-http-client,Java,132,0,213,10,1.1,26,13,47,1.5,878,0.66038
adempiere,https://github.com/adempiere/adempiere,Java,172,0,105,8,5.7,2,44,75,0.6,20351,0.66031
validator,https://github.com/validator/validator,Java,188,1,60,8,3.2,7,19,36,1.3,53844,0.65986
OpenTripPlanner,https://github.com/opentripplanner/OpenTripPlanner,Java,137,0,163,7,19.3,4,889,1124,0.4,447,0.65971
jellyfin-androidtv,https://github.com/jellyfin/jellyfin-androidtv,Java,74,0,308,4,20.9,6,123,189,1.9,585,0.65953
micrometer,https://github.com/micrometer-metrics/micrometer,Java,45,0,199,6,9.1,40,132,234,1.3,740,0.65927
docker-java,https://github.com/docker-java/docker-java,Java,91,0,226,9,1.9,14,54,80,2.5,403,0.65902
ant,https://github.com/apache/ant,Java,255,0,100,9,1.4,7,4,9,2.6,10708,0.65788
vespa,https://github.com/vespa-engine/vespa,Java,55,0,88,8,146,91,1344,1374,0.4,47,0.6577
oshi,https://github.com/oshi/oshi,Java,128,0,143,4,9.3,44,119,127,2.9,274,0.65747
dotty,https://github.com/lampepfl/dotty,Scala,98,0,304,10,79.2,15,953,1253,2.1,0,0.6572
Chronicle-Queue,https://github.com/OpenHFT/Chronicle-Queue,Java,92,0,72,8,20.5,89,63,78,1.2,650,0.6571
kiwix-android,https://github.com/kiwix/kiwix-android,Kotlin,108,0,109,6,32.1,12,200,282,2.7,83,0.65636
zookeeper,https://github.com/apache/zookeeper,Java,153,1,183,3,3.7,10,95,145,2.9,4406,0.65602
DependencyCheck,https://github.com/jeremylong/DependencyCheck,Java,101,0,195,4,8.3,5,313,382,1.4,1388,0.65587
MaterialDrawer,https://github.com/mikepenz/MaterialDrawer,Kotlin,82,0,109,10,2.9,29,54,54,1.7,822,0.65576
kotest,https://github.com/kotest/kotest,Kotlin,62,0,199,8,23,10,196,242,1.8,113,0.65576
pentaho-platform,https://github.com/pentaho/pentaho-platform,Java,113,0,231,6,1.8,31,30,35,2.4,670,0.65558
keycloak,https://github.com/keycloak/keycloak,Java,91,0,575,2,16.4,2,238,336,1.8,1070,0.65546
Signal-Android,https://github.com/signalapp/Signal-Android,Java,110,0,246,3,34.2,82,220,488,1.8,62,0.65323
fastjson,https://github.com/alibaba/fastjson,Java,114,1,178,4,5.6,10,70,208,0.9,8666,0.65275
activemq-artemis,https://github.com/apache/activemq-artemis,Java,75,0,210,6,12.9,6,111,124,2.8,276,0.65253
isis,https://github.com/apache/isis,Java,200,0,52,10,60,8,95,100,0.5,699,0.65226
zap-extensions,https://github.com/zaproxy/zap-extensions,Java,110,0,143,5,8.9,133,115,121,2.1,250,0.65168
avro,https://github.com/apache/avro,Java,142,0,215,4,4.9,7,51,102,1.3,2984,0.65055
checker-framework,https://github.com/typetools/checker-framework,Java,140,0,141,2,22.6,11,387,438,0.7,2106,0.64957
spring-cloud-netflix,https://github.com/spring-cloud/spring-cloud-netflix,Java,79,0,232,6,3.1,16,79,95,1.9,569,0.64889
intellij-rust,https://github.com/intellij-rust/intellij-rust,Kotlin,65,0,150,7,24.1,1,327,586,1.7,509,0.64863
thingsboard,https://github.com/thingsboard/thingsboard,Java,49,0,116,1,35.6,12,350,574,1,10373,0.64819
scala-js,https://github.com/scala-js/scala-js,Scala,96,0,89,8,7.5,8,143,173,2.3,402,0.64817
framework,https://github.com/vaadin/framework,Java,173,0,244,6,2.5,20,134,177,0.7,596,0.64755
drill,https://github.com/apache/drill,Java,101,0,186,7,3.1,1,24,34,3.4,2627,0.64723
guice,https://github.com/google/guice,Java,175,0,96,4,3,2,71,87,0.6,70733,0.64683
woocommerce-android,https://github.com/woocommerce/woocommerce-android,Kotlin,39,0,29,4,75.7,75,476,594,1.5,1057,0.64661
KeePassDX,https://github.com/Kunzisoft/KeePassDX,Kotlin,145,0,229,4,28.9,25,103,158,3.2,21,0.64625
struts,https://github.com/apache/struts,Java,181,0,94,7,4.2,8,17,21,2.6,1959,0.64435
jena,https://github.com/apache/jena,Java,105,0,85,6,8.2,8,88,92,0.8,3639,0.6442
exist,https://github.com/eXist-db/exist,Java,218,0,105,8,13.6,1,132,194,2.3,480,0.64389
XChange,https://github.com/knowm/XChange,Java,108,0,441,3,15.1,6,162,191,1.5,255,0.64322
java-tron,https://github.com/tronprotocol/java-tron,Java,37,0,212,2,24,7,180,206,0.8,8167,0.64236
geode,https://github.com/apache/geode,Java,69,0,183,3,19.6,3,341,380,0.9,2594,0.64209
AboutLibraries,https://github.com/mikepenz/AboutLibraries,Kotlin,82,0,119,9,4.8,39,48,48,1.6,342,0.64136
mage,https://github.com/magefree/mage,Java,131,0,402,0,65.1,15,148,242,1,1830,0.64084
github-api,https://github.com/hub4j/github-api,Java,130,0,185,8,10.6,14,61,80,2,64,0.6402
daml,https://github.com/digital-asset/daml,Scala,21,0,119,3,62.5,85,867,983,1.1,421,0.63981
hutool,https://github.com/looly/hutool,Java,82,0,116,3,19.2,35,216,219,1.8,323,0.63972
nextflow,https://github.com/nextflow-io/nextflow,Groovy,94,0,89,8,6.6,19,98,238,2.4,122,0.6396
